abbott,16424
action,10425
agenda,13931
agreement,10140
announc,8841
australia,13125
chang,210252
china,44212
climat,214505
climatechang,20761
deal,25567
fight,11361
g20,31305
global,12157
ha,8322
help,8609
histor,8467
leader,8886
new,10553
obama,31906
presid,8153
say,11645
talk,10191
whi,7822
world,13656
