actual,21057
barackobama,24048
cruz,39526
dear,18546
explain,27475
fcc,50286
free,28346
internet,96417
net,241036
netneutr,32393
neutral,239441
oatmeal,25292
obama,99454
obamacar,28468
open,29829
plan,22414
presid,39342
protect,18896
rule,18404
say,15259
sentedcruz,26724
support,17083
ted,36205
want,16115
work,22765
