barackobama,8402
citi,2659
demand,2533
emerg,2339
fcc,8520
hous,2586
hybrid,2692
ii,3377
internet,7000
legaci,2844
net,17268
netneutr,10422
neutral,17000
obama,3817
plan,3670
protect,3596
protest,8817
real,4507
rule,2959
save,2847
titl,8751
tomwheelerfcc,10560
want,3012
white,2436
whitehous,2667
