11-10-2014,20906
11-11-2014,18600
11-12-2014,60336
11-13-2014,40387
11-14-2014,35835
11-15-2014,40880
11-16-2014,33523
11-17-2014,29227
11-3-2014,35779
11-4-2014,25585
11-5-2014,29216
11-6-2014,26710
11-7-2014,22470
11-8-2014,13188
11-9-2014,12440
