11-10-2014,100607
11-11-2014,95166
11-12-2014,49541
11-13-2014,32024
11-14-2014,23889
11-15-2014,17607
11-16-2014,13909
11-17-2014,16083
11-3-2014,2589
11-4-2014,3677
11-5-2014,5681
11-6-2014,8701
11-7-2014,6495
11-8-2014,3862
11-9-2014,2188
