11-10-2014,121798
11-11-2014,114100
11-12-2014,110792
11-13-2014,72897
11-14-2014,59750
11-15-2014,58912
11-16-2014,47952
11-17-2014,45505
11-3-2014,38609
11-4-2014,29387
11-5-2014,35464
11-6-2014,35699
11-7-2014,29105
11-8-2014,17128
11-9-2014,14678
